team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2024,COL,COL,Team Level,5on5,68,0.53,0.54,0.54,201682.0,1724.27,138.98,108.08,445.26,58.48,951.87,696.33,134.84,139.58,135.43,1587.0,812.0,1083.0,3482.0,137.0,154.0,21.0,325.0,5.0,773.0,1005.0,1450.0,2262.0,168.0,364.0,1415.0,1202.0,299.0,905.0,1861.0,412.0,126.0,53.36,50.66,34.95,65.0,49.0,23.0,3493.46,2399.0,2405.94,383.0,22.34,31.07,31.13,130.19,130.75,128.91,1512.8,124.22,96.0,387.6,50.66,811.65,602.88,120.16,124.48,120.41,1388.0,685.0,883.0,2956.0,131.0,152.0,21.0,320.0,1.0,605.0,864.0,1257.0,1942.0,196.0,414.0,1663.0,1238.0,262.0,944.0,1565.0,394.0,114.0,41.77,50.02,32.42,55.0,51.0,25.0,2953.01,2073.0,2073.95,439.0,19.88,30.01,29.75,114.35,114.67,113.13
COL,2024,COL,COL,Team Level,4on5,68,0.11,0.14,0.16,15789.0,46.16,3.24,1.93,6.82,1.47,14.21,33.34,3.22,3.24,3.22,49.0,12.0,8.0,69.0,5.0,2.0,0.0,2.0,0.0,9.0,43.0,44.0,56.0,6.0,12.0,122.0,32.0,14.0,32.0,47.0,11.0,3.0,1.39,1.18,0.66,4.0,1.0,0.0,69.0,61.0,61.0,28.0,0.45,0.33,0.33,3.36,3.36,3.35,234.62,27.42,21.44,52.03,8.17,136.82,71.13,26.31,27.42,26.31,227.0,90.0,101.0,418.0,32.0,25.0,0.0,39.0,0.0,128.0,93.0,195.0,285.0,12.0,26.0,155.0,18.0,12.0,46.0,229.0,50.0,38.0,6.14,6.21,15.07,7.0,8.0,17.0,418.0,317.0,317.0,2.0,5.64,3.39,3.26,29.81,29.81,28.98
COL,2024,COL,COL,Team Level,5on4,68,0.9,0.88,0.86,18179.0,243.71,34.3,22.16,49.83,8.2,149.62,76.88,30.79,34.3,30.79,224.0,117.0,125.0,466.0,41.0,32.0,5.0,43.0,1.0,110.0,114.0,183.0,300.0,10.0,23.0,149.0,17.0,9.0,57.0,231.0,66.0,44.0,7.11,8.03,19.16,11.0,13.0,17.0,466.0,341.0,341.0,10.0,5.67,8.54,8.54,31.43,31.43,29.28,43.39,3.7,2.05,6.79,1.41,13.42,29.62,3.62,3.7,3.62,41.0,16.0,6.0,63.0,4.0,5.0,1.0,4.0,0.0,3.0,41.0,37.0,53.0,7.0,14.0,144.0,33.0,19.0,27.0,38.0,15.0,4.0,0.94,1.75,1.02,0.0,2.0,2.0,63.0,57.0,57.0,22.0,0.48,0.85,0.85,3.33,3.33,3.32
WPG,2024,WPG,WPG,Team Level,other,68,0.49,0.49,0.52,8122.0,110.44,26.23,7.46,19.82,3.69,61.89,36.99,25.16,26.23,25.16,106.0,51.0,48.0,205.0,41.0,7.0,3.0,13.0,1.0,48.0,47.0,65.0,116.0,2.0,4.0,95.0,26.0,8.0,22.0,90.0,32.0,35.0,3.36,3.89,18.98,7.0,9.0,25.0,205.0,157.0,157.0,17.0,2.22,2.27,1.61,26.77,26.77,25.88,108.16,26.91,7.73,19.48,3.56,54.68,34.64,24.91,26.91,24.91,98.0,49.0,63.0,210.0,24.0,15.0,2.0,13.0,1.0,54.0,40.0,74.0,123.0,3.0,6.0,89.0,29.0,11.0,16.0,78.0,26.0,43.0,3.01,3.31,20.58,3.0,3.0,18.0,210.0,147.0,147.0,7.0,2.23,4.88,4.88,24.26,24.26,22.94
WPG,2024,WPG,WPG,Team Level,all,68,0.52,0.49,0.5,246663.0,2115.55,212.94,140.52,512.13,70.95,1145.97,835.56,203.18,215.81,205.97,1927.0,992.0,1030.0,3949.0,236.0,217.0,29.0,422.0,6.0,904.0,1134.0,1691.0,2683.0,201.0,448.0,1840.0,1344.0,354.0,955.0,2116.0,566.0,237.0,58.16,69.38,85.4,77.0,80.0,79.0,4026.99,2919.0,2968.48,456.0,31.12,46.2,46.26,197.73,200.4,195.33,2092.89,194.31,139.75,521.69,71.76,1145.21,832.27,185.23,193.33,184.25,1873.0,1032.0,1163.0,4068.0,155.0,214.0,20.0,421.0,6.0,1024.0,1085.0,1718.0,2750.0,214.0,464.0,1918.0,1664.0,336.0,983.0,2221.0,471.0,213.0,60.91,58.98,74.42,61.0,39.0,55.0,4002.35,2905.0,2873.95,469.0,30.99,41.27,41.27,184.03,182.88,178.2
WPG,2024,WPG,WPG,Team Level,5on5,68,0.52,0.5,0.5,206083.0,1720.22,142.96,108.92,436.21,57.71,931.2,700.99,137.39,145.83,140.18,1551.0,827.0,884.0,3262.0,142.0,175.0,20.0,366.0,5.0,736.0,954.0,1409.0,2236.0,185.0,416.0,1478.0,1277.0,309.0,859.0,1798.0,438.0,142.0,48.42,53.5,41.04,61.0,57.0,24.0,3339.99,2378.0,2427.48,409.0,22.62,35.37,35.43,130.14,132.81,130.34,1678.67,130.17,106.51,436.17,57.75,926.2,686.22,125.35,129.19,124.36,1500.0,843.0,951.0,3294.0,96.0,159.0,17.0,363.0,5.0,837.0,883.0,1404.0,2247.0,191.0,418.0,1518.0,1573.0,298.0,893.0,1850.0,375.0,118.0,50.81,46.95,32.4,50.0,28.0,18.0,3228.35,2343.0,2311.95,435.0,22.04,30.27,30.27,121.94,120.78,118.64
WPG,2024,WPG,WPG,Team Level,4on5,68,0.1,0.1,0.12,16478.0,36.95,3.85,1.94,5.09,1.2,11.48,24.45,3.78,3.85,3.78,37.0,11.0,6.0,54.0,1.0,1.0,0.0,2.0,0.0,11.0,33.0,36.0,47.0,6.0,12.0,130.0,30.0,21.0,30.0,29.0,14.0,5.0,0.75,1.85,1.25,0.0,1.0,0.0,54.0,48.0,48.0,26.0,0.44,0.15,0.15,4.14,4.14,4.09,260.14,33.75,23.37,58.6,8.94,149.5,78.86,31.6,33.75,31.6,225.0,128.0,142.0,495.0,33.0,36.0,0.0,40.0,0.0,125.0,119.0,192.0,320.0,14.0,28.0,176.0,18.0,9.0,42.0,244.0,61.0,48.0,5.87,7.53,20.35,7.0,8.0,18.0,495.0,353.0,353.0,1.0,6.22,5.55,5.55,34.42,34.42,33.31
WPG,2024,WPG,WPG,Team Level,5on4,68,0.92,0.86,0.84,15980.0,247.93,39.9,22.2,51.02,8.34,141.42,73.14,36.84,39.9,36.84,233.0,103.0,92.0,428.0,52.0,34.0,6.0,41.0,0.0,109.0,100.0,181.0,284.0,8.0,16.0,137.0,11.0,16.0,44.0,199.0,82.0,55.0,5.62,10.14,24.14,9.0,13.0,30.0,428.0,336.0,336.0,4.0,5.84,8.4,9.06,36.67,36.67,35.01,45.91,3.5,2.15,7.44,1.53,14.84,32.55,3.36,3.5,3.36,50.0,12.0,7.0,69.0,2.0,4.0,1.0,5.0,0.0,8.0,43.0,48.0,60.0,6.0,12.0,135.0,44.0,18.0,32.0,49.0,9.0,4.0,1.22,1.2,1.08,1.0,0.0,1.0,69.0,62.0,62.0,26.0,0.5,0.57,0.57,3.43,3.43,3.31
UTA,2024,UTA,UTA,Team Level,other,67,0.46,0.48,0.48,8618.0,122.03,26.59,8.05,23.18,4.18,61.23,40.76,25.46,26.59,25.46,105.0,59.0,68.0,232.0,21.0,13.0,2.0,14.0,1.0,57.0,58.0,84.0,143.0,1.0,2.0,118.0,16.0,12.0,24.0,73.0,52.0,39.0,3.22,6.29,17.08,2.0,7.0,12.0,232.0,164.0,164.0,9.0,2.34,3.64,3.64,25.28,25.28,24.72,130.94,31.66,8.23,23.43,4.25,64.46,44.97,29.65,31.66,29.65,118.0,59.0,73.0,250.0,34.0,9.0,3.0,16.0,2.0,54.0,62.0,84.0,143.0,3.0,6.0,101.0,28.0,10.0,30.0,85.0,49.0,43.0,3.33,5.95,22.39,3.0,10.0,21.0,250.0,177.0,177.0,15.0,2.39,3.23,3.23,30.81,30.81,29.06
UTA,2024,UTA,UTA,Team Level,all,67,0.51,0.52,0.52,245095.0,2176.69,214.77,139.22,531.34,73.36,1177.18,845.18,205.59,215.49,206.3,1903.0,1079.0,1190.0,4172.0,189.0,214.0,21.0,371.0,8.0,1019.0,1181.0,1714.0,2793.0,242.0,578.0,2023.0,1163.0,321.0,1145.0,2153.0,598.0,231.0,62.84,72.52,79.42,59.0,73.0,57.0,4195.8,2982.0,2997.9,540.0,30.64,44.16,44.16,201.19,202.04,197.48,2029.48,204.15,131.1,494.61,68.15,1067.27,791.74,196.09,204.26,196.23,1856.0,901.0,1146.0,3903.0,195.0,184.0,29.0,383.0,6.0,956.0,1033.0,1661.0,2562.0,233.0,538.0,1898.0,1599.0,362.0,973.0,1988.0,556.0,213.0,58.8,68.3,77.05,69.0,59.0,67.0,3896.52,2757.0,2756.79,456.0,29.23,40.07,40.1,193.27,193.54,188.56
UTA,2024,UTA,UTA,Team Level,5on5,67,0.53,0.53,0.53,199408.0,1769.18,147.22,108.73,450.98,59.99,958.04,703.11,141.18,147.93,141.88,1536.0,893.0,998.0,3427.0,127.0,177.0,17.0,313.0,7.0,821.0,984.0,1409.0,2302.0,217.0,526.0,1547.0,1104.0,273.0,1021.0,1837.0,450.0,142.0,52.85,55.08,39.29,50.0,56.0,21.0,3450.8,2429.0,2444.9,486.0,22.52,33.87,33.9,135.78,136.62,134.26,1556.16,132.49,94.22,398.45,52.51,818.49,623.85,128.6,132.6,128.74,1413.0,707.0,892.0,3012.0,120.0,141.0,19.0,306.0,3.0,730.0,820.0,1293.0,2000.0,215.0,500.0,1493.0,1508.0,301.0,846.0,1589.0,401.0,130.0,46.39,49.81,36.29,56.0,40.0,24.0,3005.53,2120.0,2119.79,410.0,19.59,29.86,29.9,122.18,122.44,120.73
UTA,2024,UTA,UTA,Team Level,4on5,67,0.07,0.08,0.1,19203.0,32.69,2.89,1.48,5.08,1.13,10.13,22.3,2.81,2.89,2.81,31.0,12.0,10.0,53.0,2.0,1.0,0.0,0.0,0.0,4.0,36.0,29.0,41.0,11.0,24.0,186.0,30.0,22.0,39.0,29.0,9.0,5.0,0.65,1.05,1.19,1.0,1.0,0.0,53.0,43.0,43.0,32.0,0.34,0.18,0.18,3.05,3.05,2.97,300.1,36.4,26.74,66.11,9.98,170.84,92.94,34.29,36.4,34.29,275.0,128.0,171.0,574.0,36.0,33.0,6.0,59.0,1.0,158.0,116.0,239.0,367.0,8.0,16.0,154.0,21.0,28.0,67.0,272.0,94.0,37.0,7.74,11.03,17.63,7.0,7.0,22.0,574.0,403.0,403.0,5.0,6.82,6.84,6.84,36.38,36.38,34.88
UTA,2024,UTA,UTA,Team Level,5on4,67,0.91,0.87,0.86,17866.0,252.8,38.08,20.97,52.09,8.06,147.79,79.01,36.15,38.08,36.15,231.0,115.0,114.0,460.0,39.0,23.0,2.0,44.0,0.0,137.0,103.0,192.0,307.0,13.0,26.0,172.0,13.0,14.0,61.0,214.0,87.0,45.0,6.12,10.1,21.87,6.0,9.0,24.0,460.0,346.0,346.0,13.0,5.45,6.47,6.44,37.09,37.09,35.53,42.28,3.6,1.91,6.63,1.41,13.47,29.98,3.54,3.6,3.54,50.0,7.0,10.0,67.0,5.0,1.0,1.0,2.0,0.0,14.0,35.0,45.0,52.0,7.0,16.0,150.0,42.0,23.0,30.0,42.0,12.0,3.0,1.35,1.51,0.74,3.0,2.0,0.0,67.0,57.0,57.0,26.0,0.44,0.13,0.13,3.91,3.91,3.88
PIT,2024,PIT,PIT,Team Level,other,69,0.41,0.43,0.45,7521.0,100.61,21.97,7.72,18.45,3.69,54.36,33.81,19.98,21.97,19.98,88.0,52.0,56.0,196.0,26.0,9.0,1.0,10.0,1.0,57.0,37.0,62.0,114.0,3.0,6.0,89.0,28.0,13.0,21.0,76.0,34.0,30.0,3.09,4.3,14.57,7.0,8.0,11.0,196.0,140.0,140.0,10.0,2.2,3.04,3.04,21.13,21.13,19.81,122.15,31.94,8.85,21.73,4.19,65.51,38.79,29.46,31.94,29.46,111.0,60.0,84.0,255.0,38.0,11.0,5.0,16.0,0.0,56.0,50.0,73.0,133.0,2.0,4.0,82.0,27.0,7.0,28.0,88.0,38.0,45.0,3.61,5.0,23.33,6.0,9.0,23.0,255.0,171.0,171.0,12.0,2.55,3.59,3.59,30.9,30.9,29.05
PIT,2024,PIT,PIT,Team Level,all,69,0.49,0.5,0.49,251645.0,2187.2,218.3,153.5,536.89,75.4,1177.33,836.58,205.58,218.07,205.38,1957.0,1041.0,1216.0,4214.0,201.0,266.0,25.0,417.0,7.0,925.0,1182.0,1756.0,2797.0,207.0,443.0,2030.0,1353.0,368.0,1063.0,2181.0,555.0,262.0,61.52,69.79,86.99,76.0,70.0,55.0,4192.06,2998.0,2983.41,471.0,34.06,57.97,57.97,194.39,194.24,188.41,2225.26,229.75,149.51,537.59,75.77,1206.6,877.79,219.01,231.82,220.96,2089.0,988.0,1145.0,4222.0,245.0,226.0,26.0,417.0,5.0,968.0,1216.0,1844.0,2832.0,216.0,471.0,1844.0,1417.0,350.0,1022.0,2236.0,587.0,254.0,64.38,73.76,91.61,89.0,79.0,77.0,4264.99,3077.0,3108.86,502.0,33.11,44.42,44.42,218.44,220.35,213.96
PIT,2024,PIT,PIT,Team Level,5on5,69,0.5,0.51,0.5,207963.0,1749.21,150.51,115.41,447.39,59.99,942.92,691.77,143.76,150.29,143.55,1553.0,855.0,1028.0,3436.0,132.0,196.0,17.0,347.0,6.0,743.0,984.0,1421.0,2276.0,191.0,407.0,1628.0,1279.0,322.0,943.0,1811.0,434.0,163.0,49.95,54.76,45.8,61.0,52.0,19.0,3414.06,2408.0,2393.4,430.0,23.99,39.98,40.17,134.33,134.17,131.42,1752.65,151.46,113.5,445.05,60.08,948.16,699.75,145.63,153.53,147.59,1627.0,791.0,913.0,3331.0,165.0,185.0,18.0,334.0,5.0,747.0,982.0,1462.0,2253.0,202.0,445.0,1461.0,1330.0,303.0,908.0,1816.0,451.0,151.0,51.6,57.25,42.61,76.0,64.0,25.0,3374.0,2418.0,2449.86,448.0,23.57,35.36,35.46,139.58,141.49,139.02
PIT,2024,PIT,PIT,Team Level,4on5,69,0.07,0.08,0.1,17569.0,30.46,2.84,1.59,5.2,1.21,10.03,21.12,2.72,2.84,2.72,32.0,10.0,6.0,48.0,1.0,1.0,0.0,3.0,0.0,7.0,30.0,31.0,41.0,7.0,16.0,141.0,34.0,16.0,30.0,33.0,6.0,3.0,0.94,0.89,1.01,0.0,1.0,0.0,48.0,42.0,42.0,24.0,0.37,0.49,0.49,2.72,2.72,2.67,281.53,40.65,23.41,59.62,9.11,169.52,89.69,38.33,40.65,38.33,279.0,113.0,141.0,533.0,39.0,23.0,3.0,60.0,0.0,156.0,114.0,240.0,353.0,11.0,20.0,164.0,15.0,16.0,55.0,260.0,79.0,53.0,7.11,9.1,24.44,5.0,5.0,29.0,533.0,392.0,392.0,14.0,6.13,4.99,4.9,41.89,41.89,39.87
PIT,2024,PIT,PIT,Team Level,5on4,69,0.88,0.84,0.81,18592.0,306.91,42.97,28.78,65.84,10.51,170.03,89.87,39.12,42.97,39.12,284.0,124.0,126.0,534.0,42.0,60.0,7.0,57.0,0.0,118.0,131.0,242.0,366.0,6.0,14.0,172.0,12.0,17.0,69.0,261.0,81.0,66.0,7.54,9.83,25.6,8.0,9.0,25.0,534.0,408.0,408.0,7.0,7.5,14.45,14.25,36.22,36.22,34.52,68.93,5.69,3.74,11.19,2.4,23.41,49.57,5.58,5.69,5.58,72.0,24.0,7.0,103.0,3.0,7.0,0.0,7.0,0.0,9.0,70.0,69.0,93.0,1.0,2.0,137.0,45.0,24.0,31.0,72.0,19.0,5.0,2.06,2.41,1.21,2.0,1.0,0.0,103.0,96.0,96.0,28.0,0.86,0.48,0.48,6.07,6.07,6.04
EDM,2024,EDM,EDM,Team Level,other,67,0.57,0.52,0.53,8582.0,135.65,30.22,9.13,24.32,4.45,66.88,46.0,28.03,30.22,28.03,118.0,63.0,63.0,244.0,31.0,19.0,6.0,13.0,0.0,60.0,58.0,87.0,150.0,3.0,6.0,95.0,17.0,13.0,34.0,78.0,56.0,47.0,3.33,6.95,19.94,4.0,11.0,16.0,244.0,181.0,181.0,12.0,2.61,6.23,6.23,26.59,26.59,25.69,115.76,22.93,8.2,22.98,4.22,64.83,39.83,21.28,22.93,21.28,111.0,52.0,60.0,223.0,14.0,11.0,0.0,15.0,2.0,77.0,44.0,97.0,149.0,2.0,4.0,91.0,17.0,13.0,29.0,100.0,31.0,32.0,3.74,3.61,15.59,4.0,2.0,8.0,223.0,163.0,163.0,14.0,2.39,1.96,1.96,23.36,23.36,21.88
EDM,2024,EDM,EDM,Team Level,all,67,0.54,0.53,0.54,243306.0,2248.47,224.19,149.06,538.5,74.61,1190.0,884.64,212.67,225.03,213.45,2140.0,921.0,1144.0,4205.0,214.0,247.0,31.0,428.0,6.0,959.0,1207.0,1926.0,2847.0,194.0,436.0,1859.0,952.0,366.0,1026.0,2220.0,601.0,240.0,65.13,74.92,84.14,76.0,77.0,61.0,4225.93,3061.0,3077.51,421.0,32.84,54.38,54.38,202.64,203.48,198.59,1925.46,189.19,124.12,469.11,64.9,1034.27,753.4,180.98,189.24,181.01,1817.0,818.0,1035.0,3670.0,193.0,190.0,26.0,373.0,8.0,824.0,1047.0,1624.0,2442.0,198.0,445.0,1774.0,1398.0,315.0,992.0,1954.0,465.0,216.0,56.69,56.87,75.64,80.0,65.0,48.0,3655.18,2635.0,2630.66,465.0,27.37,42.77,42.77,173.8,173.34,168.51
EDM,2024,EDM,EDM,Team Level,5on5,67,0.54,0.54,0.54,203629.0,1829.87,155.99,116.29,455.41,60.73,975.02,739.57,149.57,156.84,150.34,1742.0,761.0,965.0,3468.0,140.0,189.0,19.0,376.0,6.0,775.0,1017.0,1602.0,2363.0,176.0,397.0,1480.0,895.0,320.0,913.0,1892.0,463.0,148.0,55.55,58.1,42.34,66.0,56.0,18.0,3488.92,2503.0,2519.51,385.0,24.07,39.6,39.73,140.34,141.18,138.85,1549.7,132.04,96.17,392.43,51.99,829.22,617.15,127.57,132.09,127.6,1460.0,659.0,858.0,2977.0,139.0,155.0,23.0,311.0,4.0,638.0,872.0,1321.0,1980.0,187.0,420.0,1424.0,1342.0,273.0,884.0,1602.0,377.0,140.0,45.81,46.37,39.86,68.0,49.0,22.0,2962.18,2119.0,2114.66,423.0,19.9,34.0,34.03,117.92,117.47,115.57
EDM,2024,EDM,EDM,Team Level,4on5,67,0.11,0.13,0.15,15431.0,40.22,3.61,1.79,6.02,1.23,12.26,28.1,3.58,3.61,3.58,41.0,12.0,9.0,62.0,3.0,3.0,1.0,1.0,0.0,13.0,33.0,38.0,50.0,6.0,12.0,133.0,31.0,21.0,23.0,34.0,16.0,3.0,0.81,2.03,0.78,1.0,1.0,1.0,62.0,53.0,53.0,16.0,0.41,0.59,0.59,3.44,3.44,3.43,216.09,29.88,17.68,47.33,7.23,126.42,66.48,27.87,29.88,27.87,206.0,89.0,113.0,408.0,37.0,21.0,3.0,46.0,2.0,101.0,88.0,169.0,258.0,3.0,6.0,138.0,15.0,13.0,54.0,211.0,45.0,39.0,5.92,5.23,18.73,6.0,13.0,18.0,408.0,295.0,295.0,8.0,4.59,6.1,6.07,28.39,28.39,26.97
EDM,2024,EDM,EDM,Team Level,5on4,67,0.89,0.87,0.85,15664.0,242.74,34.36,21.85,52.75,8.21,135.84,70.98,31.49,34.36,31.49,239.0,85.0,107.0,431.0,40.0,36.0,5.0,38.0,0.0,111.0,99.0,199.0,284.0,9.0,21.0,151.0,9.0,12.0,56.0,216.0,66.0,42.0,5.44,7.85,21.07,5.0,9.0,26.0,431.0,324.0,324.0,8.0,5.75,7.97,7.84,32.28,32.28,30.63,43.92,4.35,2.08,6.38,1.46,13.79,29.94,4.26,4.35,4.26,40.0,18.0,4.0,62.0,3.0,3.0,0.0,1.0,0.0,8.0,43.0,37.0,55.0,6.0,15.0,121.0,24.0,16.0,25.0,41.0,12.0,5.0,1.23,1.65,1.46,2.0,1.0,0.0,62.0,58.0,58.0,20.0,0.49,0.71,0.71,4.12,4.12,4.09
NSH,2024,NSH,NSH,Team Level,other,66,0.59,0.6,0.58,10162.0,159.99,43.42,11.11,27.65,5.49,85.79,49.53,38.6,43.42,38.6,142.0,81.0,95.0,318.0,28.0,21.0,3.0,36.0,4.0,67.0,67.0,114.0,195.0,5.0,10.0,132.0,23.0,13.0,31.0,95.0,59.0,69.0,4.21,7.14,32.07,4.0,5.0,19.0,318.0,223.0,223.0,17.0,3.44,7.48,7.86,39.0,39.0,35.86,115.08,29.73,7.65,20.36,3.87,58.0,41.39,27.71,29.73,27.71,104.0,57.0,53.0,214.0,37.0,7.0,1.0,19.0,2.0,44.0,52.0,67.0,124.0,6.0,12.0,117.0,32.0,12.0,41.0,74.0,41.0,46.0,2.82,5.02,21.89,6.0,6.0,25.0,214.0,161.0,161.0,17.0,2.23,2.1,1.44,30.53,30.53,28.74
NSH,2024,NSH,NSH,Team Level,all,66,0.52,0.52,0.51,239287.0,2106.73,216.47,144.54,503.28,71.45,1152.1,817.16,204.81,216.16,204.51,1956.0,949.0,1165.0,4070.0,170.0,226.0,18.0,439.0,6.0,915.0,1149.0,1786.0,2735.0,245.0,589.0,1980.0,1597.0,317.0,1010.0,2095.0,561.0,249.0,59.81,69.78,86.89,53.0,64.0,53.0,4040.81,2905.0,2894.04,453.0,32.38,48.17,48.17,200.68,200.36,193.89,2028.1,202.58,137.54,486.36,67.44,1090.48,797.62,192.4,203.38,193.21,1901.0,881.0,1018.0,3800.0,214.0,178.0,16.0,373.0,4.0,857.0,1156.0,1687.0,2568.0,232.0,576.0,1812.0,1425.0,356.0,1050.0,2018.0,553.0,211.0,60.01,67.3,75.27,91.0,64.0,59.0,3829.45,2782.0,2798.79,505.0,30.68,37.17,37.17,196.08,196.94,190.55
NSH,2024,NSH,NSH,Team Level,5on5,66,0.52,0.51,0.5,193416.0,1621.36,139.0,107.05,407.86,55.21,883.93,646.94,133.88,138.69,133.58,1496.0,744.0,931.0,3171.0,103.0,165.0,12.0,344.0,2.0,700.0,926.0,1393.0,2137.0,210.0,513.0,1526.0,1505.0,272.0,889.0,1677.0,425.0,138.0,47.53,53.27,38.2,42.0,46.0,15.0,3141.81,2240.0,2229.04,409.0,22.23,33.37,33.04,128.19,127.88,125.73,1604.76,130.27,103.28,404.04,53.77,868.67,647.97,125.69,131.08,126.51,1505.0,703.0,839.0,3047.0,145.0,143.0,12.0,297.0,1.0,674.0,948.0,1360.0,2063.0,207.0,518.0,1388.0,1333.0,312.0,917.0,1685.0,411.0,112.0,49.4,50.12,30.75,82.0,46.0,17.0,3076.45,2208.0,2224.79,451.0,21.45,26.69,27.35,124.36,125.23,123.13
NSH,2024,NSH,NSH,Team Level,4on5,66,0.08,0.12,0.14,18624.0,42.64,3.45,1.88,6.12,1.23,13.59,30.72,3.35,3.45,3.35,45.0,12.0,5.0,62.0,1.0,2.0,0.0,6.0,0.0,7.0,41.0,44.0,56.0,11.0,25.0,162.0,48.0,23.0,32.0,45.0,8.0,4.0,1.33,1.08,1.03,1.0,0.0,0.0,62.0,57.0,57.0,25.0,0.43,0.48,0.48,3.4,3.4,3.3,262.81,38.74,24.22,55.08,8.37,148.58,77.02,35.19,38.74,35.19,240.0,112.0,115.0,467.0,29.0,28.0,3.0,55.0,1.0,129.0,110.0,211.0,323.0,13.0,29.0,161.0,18.0,22.0,64.0,217.0,83.0,52.0,6.51,9.88,22.34,3.0,9.0,17.0,467.0,352.0,352.0,14.0,6.45,8.39,8.38,36.81,36.81,34.32
NSH,2024,NSH,NSH,Team Level,5on4,66,0.89,0.88,0.86,17085.0,282.74,30.59,24.5,61.64,9.51,168.79,89.97,28.98,30.59,28.98,273.0,112.0,134.0,519.0,38.0,38.0,3.0,53.0,0.0,141.0,115.0,235.0,347.0,19.0,41.0,160.0,21.0,9.0,58.0,278.0,69.0,38.0,6.74,8.27,15.58,6.0,13.0,19.0,519.0,385.0,385.0,2.0,6.28,6.85,6.79,30.08,30.08,29.0,45.45,3.83,2.39,6.87,1.43,15.24,31.24,3.82,3.83,3.82,52.0,9.0,11.0,72.0,3.0,0.0,0.0,2.0,0.0,10.0,46.0,49.0,58.0,6.0,17.0,146.0,42.0,10.0,28.0,42.0,18.0,1.0,1.28,2.26,0.29,0.0,3.0,0.0,72.0,61.0,61.0,23.0,0.54,0.0,0.0,4.37,4.37,4.35
DAL,2024,DAL,DAL,Team Level,other,66,0.56,0.5,0.48,8670.0,95.32,28.93,6.51,17.06,3.25,45.96,28.29,27.43,28.93,27.43,94.0,36.0,71.0,201.0,28.0,11.0,2.0,19.0,1.0,35.0,36.0,66.0,102.0,3.0,6.0,90.0,24.0,13.0,24.0,53.0,31.0,46.0,2.1,4.0,22.83,3.0,3.0,22.0,201.0,130.0,130.0,11.0,1.89,2.85,2.85,27.97,27.97,26.91,102.96,22.87,7.68,17.74,3.64,61.44,29.64,21.75,22.87,21.75,78.0,65.0,61.0,204.0,18.0,8.0,0.0,11.0,1.0,62.0,43.0,60.0,125.0,2.0,4.0,87.0,29.0,21.0,25.0,72.0,40.0,31.0,2.79,4.96,15.12,3.0,5.0,10.0,204.0,143.0,143.0,9.0,2.2,1.55,1.55,23.53,23.53,22.71
